cohort_month,purchase_month,active_users
2022-06,2022-06,703
2022-06,2022-07,7
2022-06,2022-08,16
2022-06,2022-09,6
2022-06,2022-10,14
2022-06,2022-11,17
2022-06,2022-12,5
2022-06,2023-01,9
2022-06,2023-02,15
2022-06,2023-03,13
2022-06,2023-04,15
2022-06,2023-05,12
2022-06,2023-06,9
2022-06,2023-07,17
2022-06,2023-08,12
2022-06,2023-09,12
2022-06,2023-10,5
2022-06,2023-11,17
2022-06,2023-12,12
2022-06,2024-01,11
2022-06,2024-02,10
2022-06,2024-03,23
2022-06,2024-04,9
2022-06,2024-05,13
2022-06,2024-06,13
2022-06,2024-07,9
2022-06,2024-08,26
2022-06,2024-09,14
2022-06,2024-10,14
2022-06,2024-11,4
2022-06,2024-12,12
2022-06,2025-01,13
2022-06,2025-02,15
2022-06,2025-03,9
2022-06,2025-04,12
2022-06,2025-05,8
2022-06,2025-06,7
2022-06,2025-07,7
2022-06,2025-08,9
2022-06,2025-09,6
2022-06,2025-10,15
2022-06,2025-11,4
2022-06,2025-12,12
2022-06,2026-01,11
2022-06,2026-02,13
2022-06,2026-03,9
2022-07,2022-07,700
2022-07,2022-08,13
2022-07,2022-09,10
2022-07,2022-10,19
2022-07,2022-11,14
2022-07,2022-12,17
2022-07,2023-01,10
2022-07,2023-02,7
2022-07,2023-03,12
2022-07,2023-04,7
2022-07,2023-05,12
2022-07,2023-06,14
2022-07,2023-07,14
2022-07,2023-08,9
2022-07,2023-09,11
2022-07,2023-10,15
2022-07,2023-11,6
2022-07,2023-12,11
2022-07,2024-01,15
2022-07,2024-02,10
2022-07,2024-03,12
2022-07,2024-04,14
2022-07,2024-05,7
2022-07,2024-06,10
2022-07,2024-07,4
2022-07,2024-08,12
2022-07,2024-09,16
2022-07,2024-10,11
2022-07,2024-11,13
2022-07,2024-12,8
2022-07,2025-01,10
2022-07,2025-02,13
2022-07,2025-03,9
2022-07,2025-04,16
2022-07,2025-05,12
2022-07,2025-06,14
2022-07,2025-07,17
2022-07,2025-08,9
2022-07,2025-09,15
2022-07,2025-10,12
2022-07,2025-11,8
2022-07,2025-12,11
2022-07,2026-01,10
2022-07,2026-02,10
2022-07,2026-03,8
2022-08,2022-08,740
2022-08,2022-09,10
2022-08,2022-10,11
2022-08,2022-11,8
2022-08,2022-12,10
2022-08,2023-01,13
2022-08,2023-02,10
2022-08,2023-03,15
2022-08,2023-04,12
2022-08,2023-05,9
2022-08,2023-06,13
2022-08,2023-07,10
2022-08,2023-08,15
2022-08,2023-09,14
2022-08,2023-10,14
2022-08,2023-11,13
2022-08,2023-12,15
2022-08,2024-01,11
2022-08,2024-02,17
2022-08,2024-03,11
2022-08,2024-04,7
2022-08,2024-05,10
2022-08,2024-06,7
2022-08,2024-07,21
2022-08,2024-08,15
2022-08,2024-09,10
2022-08,2024-10,6
2022-08,2024-11,8
2022-08,2024-12,14
2022-08,2025-01,6
2022-08,2025-02,14
2022-08,2025-03,14
2022-08,2025-04,13
2022-08,2025-05,16
2022-08,2025-06,8
2022-08,2025-07,12
2022-08,2025-08,12
2022-08,2025-09,9
2022-08,2025-10,10
2022-08,2025-11,8
2022-08,2025-12,14
2022-08,2026-01,10
2022-08,2026-02,13
2022-08,2026-03,8
2022-09,2022-09,773
2022-09,2022-10,15
2022-09,2022-11,6
2022-09,2022-12,9
2022-09,2023-01,14
2022-09,2023-02,15
2022-09,2023-03,13
2022-09,2023-04,17
2022-09,2023-05,12
2022-09,2023-06,6
2022-09,2023-07,15
2022-09,2023-08,21
2022-09,2023-09,13
2022-09,2023-10,19
2022-09,2023-11,12
2022-09,2023-12,18
2022-09,2024-01,18
2022-09,2024-02,16
2022-09,2024-03,6
2022-09,2024-04,21
2022-09,2024-05,11
2022-09,2024-06,9
2022-09,2024-07,17
2022-09,2024-08,13
2022-09,2024-09,14
2022-09,2024-10,13
2022-09,2024-11,9
2022-09,2024-12,11
2022-09,2025-01,16
2022-09,2025-02,5
2022-09,2025-03,16
2022-09,2025-04,16
2022-09,2025-05,18
2022-09,2025-06,12
2022-09,2025-07,13
2022-09,2025-08,13
2022-09,2025-09,12
2022-09,2025-10,11
2022-09,2025-11,14
2022-09,2025-12,10
2022-09,2026-01,11
2022-09,2026-02,7
2022-09,2026-03,15
2022-10,2022-10,793
2022-10,2022-11,15
2022-10,2022-12,13
2022-10,2023-01,13
2022-10,2023-02,10
2022-10,2023-03,18
2022-10,2023-04,16
2022-10,2023-05,14
2022-10,2023-06,16
2022-10,2023-07,11
2022-10,2023-08,11
2022-10,2023-09,13
2022-10,2023-10,21
2022-10,2023-11,13
2022-10,2023-12,18
2022-10,2024-01,10
2022-10,2024-02,10
2022-10,2024-03,14
2022-10,2024-04,14
2022-10,2024-05,12
2022-10,2024-06,13
2022-10,2024-07,13
2022-10,2024-08,16
2022-10,2024-09,14
2022-10,2024-10,12
2022-10,2024-11,10
2022-10,2024-12,14
2022-10,2025-01,9
2022-10,2025-02,11
2022-10,2025-03,18
2022-10,2025-04,13
2022-10,2025-05,9
2022-10,2025-06,17
2022-10,2025-07,15
2022-10,2025-08,12
2022-10,2025-09,15
2022-10,2025-10,8
2022-10,2025-11,24
2022-10,2025-12,11
2022-10,2026-01,8
2022-10,2026-02,11
2022-10,2026-03,10
2022-11,2022-11,781
2022-11,2022-12,14
2022-11,2023-01,8
2022-11,2023-02,16
2022-11,2023-03,13
2022-11,2023-04,18
2022-11,2023-05,14
2022-11,2023-06,15
2022-11,2023-07,15
2022-11,2023-08,13
2022-11,2023-09,13
2022-11,2023-10,21
2022-11,2023-11,10
2022-11,2023-12,13
2022-11,2024-01,12
2022-11,2024-02,13
2022-11,2024-03,11
2022-11,2024-04,16
2022-11,2024-05,15
2022-11,2024-06,9
2022-11,2024-07,14
2022-11,2024-08,16
2022-11,2024-09,14
2022-11,2024-10,8
2022-11,2024-11,10
2022-11,2024-12,14
2022-11,2025-01,23
2022-11,2025-02,8
2022-11,2025-03,19
2022-11,2025-04,17
2022-11,2025-05,13
2022-11,2025-06,11
2022-11,2025-07,11
2022-11,2025-08,10
2022-11,2025-09,22
2022-11,2025-10,13
2022-11,2025-11,9
2022-11,2025-12,20
2022-11,2026-01,16
2022-11,2026-02,10
2022-11,2026-03,13
2022-12,2022-12,891
2022-12,2023-01,12
2022-12,2023-02,23
2022-12,2023-03,19
2022-12,2023-04,12
2022-12,2023-05,20
2022-12,2023-06,19
2022-12,2023-07,18
2022-12,2023-08,20
2022-12,2023-09,17
2022-12,2023-10,16
2022-12,2023-11,13
2022-12,2023-12,15
2022-12,2024-01,18
2022-12,2024-02,12
2022-12,2024-03,19
2022-12,2024-04,12
2022-12,2024-05,19
2022-12,2024-06,12
2022-12,2024-07,13
2022-12,2024-08,12
2022-12,2024-09,25
2022-12,2024-10,15
2022-12,2024-11,16
2022-12,2024-12,22
2022-12,2025-01,18
2022-12,2025-02,12
2022-12,2025-03,15
2022-12,2025-04,19
2022-12,2025-05,14
2022-12,2025-06,20
2022-12,2025-07,22
2022-12,2025-08,15
2022-12,2025-09,18
2022-12,2025-10,15
2022-12,2025-11,21
2022-12,2025-12,19
2022-12,2026-01,12
2022-12,2026-02,13
2022-12,2026-03,12
2023-01,2023-01,835
2023-01,2023-02,13
2023-01,2023-03,14
2023-01,2023-04,14
2023-01,2023-05,12
2023-01,2023-06,16
2023-01,2023-07,20
2023-01,2023-08,16
2023-01,2023-09,10
2023-01,2023-10,12
2023-01,2023-11,14
2023-01,2023-12,10
2023-01,2024-01,15
2023-01,2024-02,7
2023-01,2024-03,14
2023-01,2024-04,14
2023-01,2024-05,13
2023-01,2024-06,9
2023-01,2024-07,12
2023-01,2024-08,19
2023-01,2024-09,14
2023-01,2024-10,13
2023-01,2024-11,15
2023-01,2024-12,13
2023-01,2025-01,11
2023-01,2025-02,10
2023-01,2025-03,18
2023-01,2025-04,9
2023-01,2025-05,14
2023-01,2025-06,15
2023-01,2025-07,12
2023-01,2025-08,13
2023-01,2025-09,18
2023-01,2025-10,15
2023-01,2025-11,11
2023-01,2025-12,18
2023-01,2026-01,18
2023-01,2026-02,21
2023-01,2026-03,22
2023-02,2023-02,830
2023-02,2023-03,13
2023-02,2023-04,14
2023-02,2023-05,7
2023-02,2023-06,18
2023-02,2023-07,19
2023-02,2023-08,23
2023-02,2023-09,13
2023-02,2023-10,10
2023-02,2023-11,15
2023-02,2023-12,14
2023-02,2024-01,21
2023-02,2024-02,13
2023-02,2024-03,25
2023-02,2024-04,21
2023-02,2024-05,16
2023-02,2024-06,18
2023-02,2024-07,21
2023-02,2024-08,19
2023-02,2024-09,16
2023-02,2024-10,14
2023-02,2024-11,15
2023-02,2024-12,19
2023-02,2025-01,7
2023-02,2025-02,23
2023-02,2025-03,17
2023-02,2025-04,15
2023-02,2025-05,17
2023-02,2025-06,17
2023-02,2025-07,19
2023-02,2025-08,16
2023-02,2025-09,15
2023-02,2025-10,16
2023-02,2025-11,18
2023-02,2025-12,13
2023-02,2026-01,10
2023-02,2026-02,14
2023-02,2026-03,10
2023-03,2023-03,893
2023-03,2023-04,11
2023-03,2023-05,17
2023-03,2023-06,27
2023-03,2023-07,17
2023-03,2023-08,19
2023-03,2023-09,14
2023-03,2023-10,18
2023-03,2023-11,17
2023-03,2023-12,17
2023-03,2024-01,11
2023-03,2024-02,20
2023-03,2024-03,14
2023-03,2024-04,12
2023-03,2024-05,18
2023-03,2024-06,13
2023-03,2024-07,19
2023-03,2024-08,15
2023-03,2024-09,14
2023-03,2024-10,23
2023-03,2024-11,14
2023-03,2024-12,19
2023-03,2025-01,13
2023-03,2025-02,14
2023-03,2025-03,21
2023-03,2025-04,15
2023-03,2025-05,20
2023-03,2025-06,17
2023-03,2025-07,23
2023-03,2025-08,18
2023-03,2025-09,22
2023-03,2025-10,23
2023-03,2025-11,17
2023-03,2025-12,15
2023-03,2026-01,19
2023-03,2026-02,13
2023-03,2026-03,19
2023-04,2023-04,905
2023-04,2023-05,11
2023-04,2023-06,14
2023-04,2023-07,20
2023-04,2023-08,15
2023-04,2023-09,21
2023-04,2023-10,13
2023-04,2023-11,14
2023-04,2023-12,18
2023-04,2024-01,29
2023-04,2024-02,10
2023-04,2024-03,20
2023-04,2024-04,17
2023-04,2024-05,21
2023-04,2024-06,11
2023-04,2024-07,10
2023-04,2024-08,20
2023-04,2024-09,16
2023-04,2024-10,17
2023-04,2024-11,13
2023-04,2024-12,14
2023-04,2025-01,20
2023-04,2025-02,13
2023-04,2025-03,12
2023-04,2025-04,21
2023-04,2025-05,20
2023-04,2025-06,22
2023-04,2025-07,23
2023-04,2025-08,18
2023-04,2025-09,15
2023-04,2025-10,18
2023-04,2025-11,18
2023-04,2025-12,13
2023-04,2026-01,23
2023-04,2026-02,17
2023-04,2026-03,13
2023-05,2023-05,953
2023-05,2023-06,11
2023-05,2023-07,16
2023-05,2023-08,24
2023-05,2023-09,19
2023-05,2023-10,25
2023-05,2023-11,24
2023-05,2023-12,17
2023-05,2024-01,26
2023-05,2024-02,17
2023-05,2024-03,23
2023-05,2024-04,22
2023-05,2024-05,25
2023-05,2024-06,11
2023-05,2024-07,14
2023-05,2024-08,15
2023-05,2024-09,14
2023-05,2024-10,20
2023-05,2024-11,12
2023-05,2024-12,18
2023-05,2025-01,21
2023-05,2025-02,16
2023-05,2025-03,19
2023-05,2025-04,17
2023-05,2025-05,13
2023-05,2025-06,21
2023-05,2025-07,18
2023-05,2025-08,16
2023-05,2025-09,8
2023-05,2025-10,21
2023-05,2025-11,14
2023-05,2025-12,16
2023-05,2026-01,15
2023-05,2026-02,18
2023-05,2026-03,23
2023-06,2023-06,897
2023-06,2023-07,16
2023-06,2023-08,19
2023-06,2023-09,17
2023-06,2023-10,12
2023-06,2023-11,17
2023-06,2023-12,14
2023-06,2024-01,17
2023-06,2024-02,16
2023-06,2024-03,17
2023-06,2024-04,15
2023-06,2024-05,20
2023-06,2024-06,19
2023-06,2024-07,15
2023-06,2024-08,21
2023-06,2024-09,11
2023-06,2024-10,16
2023-06,2024-11,12
2023-06,2024-12,19
2023-06,2025-01,22
2023-06,2025-02,16
2023-06,2025-03,21
2023-06,2025-04,10
2023-06,2025-05,26
2023-06,2025-06,28
2023-06,2025-07,11
2023-06,2025-08,14
2023-06,2025-09,16
2023-06,2025-10,15
2023-06,2025-11,12
2023-06,2025-12,19
2023-06,2026-01,19
2023-06,2026-02,21
2023-06,2026-03,12
2023-07,2023-07,1004
2023-07,2023-08,16
2023-07,2023-09,24
2023-07,2023-10,17
2023-07,2023-11,10
2023-07,2023-12,19
2023-07,2024-01,21
2023-07,2024-02,24
2023-07,2024-03,25
2023-07,2024-04,22
2023-07,2024-05,22
2023-07,2024-06,20
2023-07,2024-07,23
2023-07,2024-08,22
2023-07,2024-09,24
2023-07,2024-10,24
2023-07,2024-11,16
2023-07,2024-12,21
2023-07,2025-01,21
2023-07,2025-02,22
2023-07,2025-03,22
2023-07,2025-04,17
2023-07,2025-05,24
2023-07,2025-06,21
2023-07,2025-07,26
2023-07,2025-08,23
2023-07,2025-09,16
2023-07,2025-10,19
2023-07,2025-11,11
2023-07,2025-12,23
2023-07,2026-01,27
2023-07,2026-02,23
2023-07,2026-03,20
2023-08,2023-08,1031
2023-08,2023-09,21
2023-08,2023-10,19
2023-08,2023-11,16
2023-08,2023-12,18
2023-08,2024-01,27
2023-08,2024-02,27
2023-08,2024-03,18
2023-08,2024-04,22
2023-08,2024-05,27
2023-08,2024-06,16
2023-08,2024-07,19
2023-08,2024-08,18
2023-08,2024-09,21
2023-08,2024-10,19
2023-08,2024-11,20
2023-08,2024-12,19
2023-08,2025-01,19
2023-08,2025-02,16
2023-08,2025-03,13
2023-08,2025-04,26
2023-08,2025-05,15
2023-08,2025-06,24
2023-08,2025-07,20
2023-08,2025-08,27
2023-08,2025-09,27
2023-08,2025-10,24
2023-08,2025-11,19
2023-08,2025-12,21
2023-08,2026-01,33
2023-08,2026-02,29
2023-08,2026-03,19
2023-09,2023-09,1014
2023-09,2023-10,19
2023-09,2023-11,17
2023-09,2023-12,26
2023-09,2024-01,19
2023-09,2024-02,26
2023-09,2024-03,29
2023-09,2024-04,17
2023-09,2024-05,15
2023-09,2024-06,18
2023-09,2024-07,18
2023-09,2024-08,27
2023-09,2024-09,26
2023-09,2024-10,20
2023-09,2024-11,19
2023-09,2024-12,24
2023-09,2025-01,24
2023-09,2025-02,22
2023-09,2025-03,22
2023-09,2025-04,18
2023-09,2025-05,29
2023-09,2025-06,12
2023-09,2025-07,19
2023-09,2025-08,27
2023-09,2025-09,17
2023-09,2025-10,18
2023-09,2025-11,15
2023-09,2025-12,22
2023-09,2026-01,25
2023-09,2026-02,21
2023-09,2026-03,24
2023-10,2023-10,1116
2023-10,2023-11,23
2023-10,2023-12,24
2023-10,2024-01,27
2023-10,2024-02,17
2023-10,2024-03,23
2023-10,2024-04,24
2023-10,2024-05,22
2023-10,2024-06,23
2023-10,2024-07,35
2023-10,2024-08,25
2023-10,2024-09,29
2023-10,2024-10,20
2023-10,2024-11,26
2023-10,2024-12,28
2023-10,2025-01,28
2023-10,2025-02,23
2023-10,2025-03,30
2023-10,2025-04,21
2023-10,2025-05,32
2023-10,2025-06,17
2023-10,2025-07,23
2023-10,2025-08,27
2023-10,2025-09,17
2023-10,2025-10,17
2023-10,2025-11,18
2023-10,2025-12,23
2023-10,2026-01,30
2023-10,2026-02,18
2023-10,2026-03,26
2023-11,2023-11,1092
2023-11,2023-12,23
2023-11,2024-01,15
2023-11,2024-02,15
2023-11,2024-03,20
2023-11,2024-04,24
2023-11,2024-05,24
2023-11,2024-06,27
2023-11,2024-07,22
2023-11,2024-08,16
2023-11,2024-09,21
2023-11,2024-10,22
2023-11,2024-11,20
2023-11,2024-12,30
2023-11,2025-01,18
2023-11,2025-02,21
2023-11,2025-03,23
2023-11,2025-04,23
2023-11,2025-05,20
2023-11,2025-06,20
2023-11,2025-07,31
2023-11,2025-08,22
2023-11,2025-09,29
2023-11,2025-10,22
2023-11,2025-11,19
2023-11,2025-12,27
2023-11,2026-01,24
2023-11,2026-02,15
2023-11,2026-03,25
2023-12,2023-12,1085
2023-12,2024-01,29
2023-12,2024-02,21
2023-12,2024-03,22
2023-12,2024-04,22
2023-12,2024-05,21
2023-12,2024-06,20
2023-12,2024-07,21
2023-12,2024-08,19
2023-12,2024-09,22
2023-12,2024-10,28
2023-12,2024-11,25
2023-12,2024-12,24
2023-12,2025-01,26
2023-12,2025-02,26
2023-12,2025-03,25
2023-12,2025-04,19
2023-12,2025-05,23
2023-12,2025-06,23
2023-12,2025-07,30
2023-12,2025-08,30
2023-12,2025-09,18
2023-12,2025-10,28
2023-12,2025-11,20
2023-12,2025-12,27
2023-12,2026-01,19
2023-12,2026-02,24
2023-12,2026-03,15
2024-01,2024-01,1161
2024-01,2024-02,27
2024-01,2024-03,23
2024-01,2024-04,24
2024-01,2024-05,19
2024-01,2024-06,24
2024-01,2024-07,14
2024-01,2024-08,28
2024-01,2024-09,19
2024-01,2024-10,29
2024-01,2024-11,21
2024-01,2024-12,28
2024-01,2025-01,31
2024-01,2025-02,18
2024-01,2025-03,22
2024-01,2025-04,29
2024-01,2025-05,28
2024-01,2025-06,28
2024-01,2025-07,26
2024-01,2025-08,22
2024-01,2025-09,21
2024-01,2025-10,22
2024-01,2025-11,27
2024-01,2025-12,34
2024-01,2026-01,25
2024-01,2026-02,22
2024-01,2026-03,30
2024-02,2024-02,1077
2024-02,2024-03,34
2024-02,2024-04,18
2024-02,2024-05,26
2024-02,2024-06,24
2024-02,2024-07,27
2024-02,2024-08,34
2024-02,2024-09,21
2024-02,2024-10,16
2024-02,2024-11,17
2024-02,2024-12,27
2024-02,2025-01,29
2024-02,2025-02,30
2024-02,2025-03,23
2024-02,2025-04,26
2024-02,2025-05,26
2024-02,2025-06,21
2024-02,2025-07,24
2024-02,2025-08,33
2024-02,2025-09,25
2024-02,2025-10,37
2024-02,2025-11,16
2024-02,2025-12,26
2024-02,2026-01,24
2024-02,2026-02,23
2024-02,2026-03,19
2024-03,2024-03,1166
2024-03,2024-04,33
2024-03,2024-05,27
2024-03,2024-06,24
2024-03,2024-07,27
2024-03,2024-08,24
2024-03,2024-09,17
2024-03,2024-10,25
2024-03,2024-11,31
2024-03,2024-12,39
2024-03,2025-01,27
2024-03,2025-02,20
2024-03,2025-03,34
2024-03,2025-04,30
2024-03,2025-05,25
2024-03,2025-06,27
2024-03,2025-07,28
2024-03,2025-08,43
2024-03,2025-09,29
2024-03,2025-10,30
2024-03,2025-11,32
2024-03,2025-12,31
2024-03,2026-01,31
2024-03,2026-02,22
2024-03,2026-03,31
2024-04,2024-04,1159
2024-04,2024-05,29
2024-04,2024-06,31
2024-04,2024-07,36
2024-04,2024-08,24
2024-04,2024-09,25
2024-04,2024-10,23
2024-04,2024-11,24
2024-04,2024-12,24
2024-04,2025-01,30
2024-04,2025-02,25
2024-04,2025-03,28
2024-04,2025-04,26
2024-04,2025-05,25
2024-04,2025-06,26
2024-04,2025-07,28
2024-04,2025-08,29
2024-04,2025-09,30
2024-04,2025-10,24
2024-04,2025-11,21
2024-04,2025-12,24
2024-04,2026-01,19
2024-04,2026-02,25
2024-04,2026-03,22
2024-05,2024-05,1195
2024-05,2024-06,27
2024-05,2024-07,37
2024-05,2024-08,35
2024-05,2024-09,36
2024-05,2024-10,35
2024-05,2024-11,39
2024-05,2024-12,24
2024-05,2025-01,31
2024-05,2025-02,22
2024-05,2025-03,40
2024-05,2025-04,28
2024-05,2025-05,29
2024-05,2025-06,29
2024-05,2025-07,28
2024-05,2025-08,34
2024-05,2025-09,34
2024-05,2025-10,35
2024-05,2025-11,26
2024-05,2025-12,27
2024-05,2026-01,35
2024-05,2026-02,30
2024-05,2026-03,14
2024-06,2024-06,1280
2024-06,2024-07,29
2024-06,2024-08,33
2024-06,2024-09,37
2024-06,2024-10,53
2024-06,2024-11,22
2024-06,2024-12,31
2024-06,2025-01,28
2024-06,2025-02,31
2024-06,2025-03,29
2024-06,2025-04,35
2024-06,2025-05,38
2024-06,2025-06,35
2024-06,2025-07,37
2024-06,2025-08,39
2024-06,2025-09,27
2024-06,2025-10,27
2024-06,2025-11,42
2024-06,2025-12,33
2024-06,2026-01,37
2024-06,2026-02,24
2024-06,2026-03,27
2024-07,2024-07,1406
2024-07,2024-08,43
2024-07,2024-09,29
2024-07,2024-10,50
2024-07,2024-11,47
2024-07,2024-12,37
2024-07,2025-01,34
2024-07,2025-02,35
2024-07,2025-03,50
2024-07,2025-04,38
2024-07,2025-05,46
2024-07,2025-06,44
2024-07,2025-07,36
2024-07,2025-08,35
2024-07,2025-09,35
2024-07,2025-10,42
2024-07,2025-11,52
2024-07,2025-12,41
2024-07,2026-01,36
2024-07,2026-02,33
2024-07,2026-03,35
2024-08,2024-08,1409
2024-08,2024-09,47
2024-08,2024-10,40
2024-08,2024-11,34
2024-08,2024-12,32
2024-08,2025-01,37
2024-08,2025-02,33
2024-08,2025-03,38
2024-08,2025-04,39
2024-08,2025-05,36
2024-08,2025-06,45
2024-08,2025-07,32
2024-08,2025-08,34
2024-08,2025-09,32
2024-08,2025-10,38
2024-08,2025-11,26
2024-08,2025-12,44
2024-08,2026-01,34
2024-08,2026-02,38
2024-08,2026-03,38
2024-09,2024-09,1324
2024-09,2024-10,38
2024-09,2024-11,31
2024-09,2024-12,31
2024-09,2025-01,44
2024-09,2025-02,42
2024-09,2025-03,39
2024-09,2025-04,25
2024-09,2025-05,42
2024-09,2025-06,42
2024-09,2025-07,36
2024-09,2025-08,46
2024-09,2025-09,37
2024-09,2025-10,53
2024-09,2025-11,43
2024-09,2025-12,40
2024-09,2026-01,42
2024-09,2026-02,34
2024-09,2026-03,30
2024-10,2024-10,1493
2024-10,2024-11,34
2024-10,2024-12,53
2024-10,2025-01,44
2024-10,2025-02,41
2024-10,2025-03,38
2024-10,2025-04,31
2024-10,2025-05,43
2024-10,2025-06,47
2024-10,2025-07,48
2024-10,2025-08,39
2024-10,2025-09,47
2024-10,2025-10,47
2024-10,2025-11,39
2024-10,2025-12,44
2024-10,2026-01,35
2024-10,2026-02,44
2024-10,2026-03,41
2024-11,2024-11,1492
2024-11,2024-12,58
2024-11,2025-01,48
2024-11,2025-02,36
2024-11,2025-03,44
2024-11,2025-04,48
2024-11,2025-05,43
2024-11,2025-06,37
2024-11,2025-07,51
2024-11,2025-08,46
2024-11,2025-09,44
2024-11,2025-10,37
2024-11,2025-11,58
2024-11,2025-12,47
2024-11,2026-01,38
2024-11,2026-02,40
2024-11,2026-03,47
2024-12,2024-12,1620
2024-12,2025-01,41
2024-12,2025-02,43
2024-12,2025-03,51
2024-12,2025-04,50
2024-12,2025-05,51
2024-12,2025-06,64
2024-12,2025-07,47
2024-12,2025-08,51
2024-12,2025-09,39
2024-12,2025-10,62
2024-12,2025-11,43
2024-12,2025-12,43
2024-12,2026-01,43
2024-12,2026-02,46
2024-12,2026-03,48
2025-01,2025-01,1617
2025-01,2025-02,48
2025-01,2025-03,44
2025-01,2025-04,49
2025-01,2025-05,59
2025-01,2025-06,52
2025-01,2025-07,61
2025-01,2025-08,45
2025-01,2025-09,63
2025-01,2025-10,61
2025-01,2025-11,52
2025-01,2025-12,53
2025-01,2026-01,63
2025-01,2026-02,49
2025-01,2026-03,31
2025-02,2025-02,1436
2025-02,2025-03,42
2025-02,2025-04,52
2025-02,2025-05,48
2025-02,2025-06,31
2025-02,2025-07,42
2025-02,2025-08,43
2025-02,2025-09,41
2025-02,2025-10,67
2025-02,2025-11,48
2025-02,2025-12,52
2025-02,2026-01,68
2025-02,2026-02,52
2025-02,2026-03,38
2025-03,2025-03,1628
2025-03,2025-04,65
2025-03,2025-05,68
2025-03,2025-06,52
2025-03,2025-07,57
2025-03,2025-08,52
2025-03,2025-09,73
2025-03,2025-10,69
2025-03,2025-11,65
2025-03,2025-12,70
2025-03,2026-01,62
2025-03,2026-02,59
2025-03,2026-03,55
2025-04,2025-04,1672
2025-04,2025-05,72
2025-04,2025-06,61
2025-04,2025-07,53
2025-04,2025-08,66
2025-04,2025-09,69
2025-04,2025-10,65
2025-04,2025-11,63
2025-04,2025-12,81
2025-04,2026-01,50
2025-04,2026-02,54
2025-04,2026-03,54
2025-05,2025-05,1774
2025-05,2025-06,69
2025-05,2025-07,86
2025-05,2025-08,85
2025-05,2025-09,76
2025-05,2025-10,76
2025-05,2025-11,80
2025-05,2025-12,78
2025-05,2026-01,73
2025-05,2026-02,75
2025-05,2026-03,59
2025-06,2025-06,1777
2025-06,2025-07,82
2025-06,2025-08,83
2025-06,2025-09,82
2025-06,2025-10,93
2025-06,2025-11,61
2025-06,2025-12,81
2025-06,2026-01,86
2025-06,2026-02,70
2025-06,2026-03,61
2025-07,2025-07,1951
2025-07,2025-08,103
2025-07,2025-09,99
2025-07,2025-10,104
2025-07,2025-11,100
2025-07,2025-12,83
2025-07,2026-01,98
2025-07,2026-02,88
2025-07,2026-03,86
2025-08,2025-08,1961
2025-08,2025-09,108
2025-08,2025-10,97
2025-08,2025-11,104
2025-08,2025-12,101
2025-08,2026-01,105
2025-08,2026-02,98
2025-08,2026-03,101
2025-09,2025-09,2049
2025-09,2025-10,130
2025-09,2025-11,117
2025-09,2025-12,116
2025-09,2026-01,142
2025-09,2026-02,132
2025-09,2026-03,120
2025-10,2025-10,2175
2025-10,2025-11,151
2025-10,2025-12,148
2025-10,2026-01,128
2025-10,2026-02,126
2025-10,2026-03,119
2025-11,2025-11,2244
2025-11,2025-12,163
2025-11,2026-01,155
2025-11,2026-02,159
2025-11,2026-03,150
2025-12,2025-12,2425
2025-12,2026-01,234
2025-12,2026-02,213
2025-12,2026-03,198
2026-01,2026-01,2670
2026-01,2026-02,304
2026-01,2026-03,266
2026-02,2026-02,2737
2026-02,2026-03,437
2026-03,2026-03,5239
